timestamp,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21
0.0,30799.678823587914,0.0,13.688309198844372,0.0,0.0,2023.4558978135224,0.0,0.10608119556190562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.491209707899994
0.14285714285714285,217845.52096875987,2.763728958205889,17.617802710244316,0.11229566487427284,0.0,15597.612205306757,0.23241899952260398,0.08815685952519516,0.014718262287364184,0.0,1.0740130243562951e-6,2.0117231405851608,0.0033592986245224066,0.0,0.052017471883488285,0.000191667688691271,0.0,1.722032546090696e-7,0.0,0.0,31.018458821380996
0.2857142857142857,208573.43725431061,7.015046332831898,16.440863773302336,0.20813365795605215,0.0,14706.044021877646,0.9231734112497961,0.08039995399278026,0.03240763134765793,0.0,1.1971046647588733e-5,1.963346600744609,0.004195488303613015,0.0,0.05664419810605186,0.0003258732054658475,0.0,4.793431275196853e-7,0.0,0.0,32.26977481049844
0.42857142857142855,193200.5569271663,10.530196108083508,15.993829074313625,0.29491935422188864,0.0,13844.805036916694,1.5391891031674223,0.1102534255948642,0.04906807019570726,0.0,3.396911821773248e-5,1.8452676526318008,0.004340611494306534,0.0,0.05390940743681362,0.00036185114771221594,0.0,6.6325997326575e-7,0.0,0.0,34.21756219296425
0.5714285714285714,178469.66014607964,13.25469554957946,15.791713346751688,0.37497379555991445,0.0,13090.992348789929,2.064594376904481,0.1388436918133946,0.06480194824418388,0.0,6.033284751098218e-5,1.841923085704404,0.004455315766795149,0.0,0.05310577595755587,0.00037058338272727133,0.0,6.925254689152957e-7,0.0,0.0,36.31734437343593
0.7142857142857143,165243.08666815388,15.39833095362099,15.769073466541307,0.45042618547833674,0.0,12256.602650927958,2.517541786758837,0.1576820041543238,0.07901245484696726,0.0,9.300455159989127e-5,1.8683267387279932,0.004549435130543093,0.0,0.05286763159462071,0.0003745404182722385,0.0,7.394236706880302e-7,0.0,0.0,39.073397124064314
0.8571428571428571,152102.48923468092,17.41016908497594,16.175546302030035,0.5229106905740567,0.0,11532.101389313842,2.8303807445279148,0.17157168336661968,0.09226323206187513,0.0,0.00013335682974829785,1.8920725065744888,0.004654075075925511,0.0,0.05308579545385784,0.0003845873624001896,0.0,8.416830514645407e-7,0.0,0.0,41.94255340116656
1.0,139976.7605703016,19.192293835068927,16.681187557104444,0.5936634377199589,0.0,10814.430540690604,3.1337589661977128,0.1844392902279709,0.10513757129197597,0.0,0.00018161823310493125,1.9656484717471998,0.004814511764978233,0.0,0.05410023087824479,0.00040228705298368166,0.0,1.0082868716232573e-6,0.0,0.0,45.02319061080157
1.1428571428571428,128934.47867738375,20.95723167932711,17.28486370662303,0.6636355497253641,0.0,10077.272832691411,3.355052001410862,0.19752519057553433,0.11783440362196151,0.0,0.00023665774680862786,2.026978078533769,0.005052193699426857,0.0,0.05611954284577065,0.00042499501356007906,0.0,1.1389667312058484e-6,0.0,0.0,48.08464817643682
1.2857142857142858,118723.42716467165,22.455125488282174,18.19465102265644,0.7335816753295356,0.0,9399.878029590838,3.572196551693734,0.21026300266689657,0.13050757436886143,0.0,0.00029361297825493003,2.1289556459310055,0.005329913148563213,0.0,0.058135566175686375,0.000445215220429603,0.0,1.2154624494985817e-6,0.0,0.0,51.6513632512671
