iteration,chain,ρ,σ,θ,δ,h,ϕ,prop_ss,prop_ii,p_detect,φ,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
32,1,4.719333996067808,28.479571119678617,0.8080783206389079,0.864479287747841,0.9564240604074951,0.8356185303143581,0.718456591837563,0.7994662079691842,0.7861787420846619,5.251553338546771,-83.76650783866934,15.0,1.0,0.7983524552942318,-83.76650783866934,89.7438259296441,0.00522642026633946,1.9441679475370108,4.0,0.0,0.14521442197190154,0.14521442197190154
33,1,4.191832302557477,32.13112523748611,0.7665456871003394,0.8882266987750282,0.8742704907065072,0.20643532864461323,0.5767665038013755,0.739177524716776,0.8411283534163088,2.12531705090523,-88.32819310189436,31.0,1.0,0.6866409341869912,-88.32819310189436,92.79238096394236,-0.3223103290069105,8.403846587567287,5.0,0.0,0.11625313769351753,0.11625313769351753
34,1,2.701390053772787,7.781932622737006,0.926823599526608,0.014230272272101083,0.9681978967655241,0.3703101140386299,0.6891730108978789,0.7631007092773574,0.3360768052523915,1.1269431006662738,-90.75311122223798,31.0,1.0,0.8402982542784466,-90.75311122223798,95.95377852004913,-0.21256074544115222,1.5335241897708158,5.0,0.0,0.14521442197190154,0.14521442197190154
35,1,4.148692011883972,19.962010172270528,0.7554785272958087,0.5208683820466079,0.9836637704102789,0.6934962860485326,0.7801685226317593,0.9008219751410379,0.684352880924503,3.269881052190895,-83.000054715261,15.0,1.0,0.8228767873836919,-83.000054715261,84.43802329702059,-1.236540869675025,7.631860009447237,4.0,0.0,0.15980035918579205,0.15980035918579205
36,1,3.390509243332632,16.603116403960176,0.9972570685341745,0.5223353520875987,0.8947660164587924,0.40685907342962147,0.6261871751797515,0.8729100611630398,0.5412575627421664,3.847238529852397,-86.32476931393802,15.0,1.0,0.8357445417900325,-86.32476931393802,88.98597750387405,0.2587954792914928,-0.9033544088742644,4.0,0.0,0.14521442197190154,0.14521442197190154
37,1,3.3657283172511003,12.750257146261687,0.9558937804288585,0.2435898166975456,0.9430795034419309,0.26316859411452986,0.4968749887553239,0.8351546331839645,0.6646724413982978,5.102436610424321,-83.34686342211572,31.0,1.0,0.9797192928710751,-83.34686342211572,90.61256296516044,-0.22400782341905767,-0.5324471079144502,5.0,0.0,0.11625313769351753,0.11625313769351753
38,1,4.69565623201144,30.17903799271145,0.8130372846993981,0.5261542113442796,0.8147483300050907,0.9245208620754642,0.6684616383578527,0.9480143733503915,0.6598493225065047,4.224102892733212,-84.51477301314698,31.0,1.0,0.16034305299743756,-84.51477301314698,86.70419652303129,0.9016830072920925,5.36946039065738,5.0,0.0,0.14521442197190154,0.14521442197190154
39,1,3.99958053634982,19.60305611629398,0.671019827935466,0.05629804939156622,0.8718244638605018,0.2412612169997328,0.14781466828761677,0.37530116571709676,0.8273800684681442,3.2896050593131694,-87.20951272160286,31.0,1.0,0.9798658304670881,-87.20951272160286,91.48914747241369,-0.1922722217276771,0.619356189550544,5.0,0.0,0.14521442197190154,0.14521442197190154
40,1,4.401872657649321,27.539358529776734,0.9833795511193295,0.7942492701980558,0.9578451778279088,0.6004247771941364,0.1539314128862444,0.7267276571826956,0.7655695786387459,2.1740704251426486,-88.63734649173178,15.0,1.0,0.8650939089207371,-88.63734649173178,100.54178637267842,0.018811126926280508,-1.2111367971409805,4.0,0.0,0.14521442197190154,0.14521442197190154
41,1,3.8273293356161333,17.253646826003276,0.9291994492635431,0.30018245452772646,0.8460505171950153,0.918213945101989,0.7989203865278645,0.8869455822657963,0.8223118777745897,3.1481266192527073,-83.69444293880164,31.0,1.0,0.7107737456002287,-83.69444293880164,88.91073997778864,-0.22177703193503362,2.5512391446352467,5.0,0.0,0.14521442197190154,0.14521442197190154
42,1,3.616400826898626,23.491872340729273,0.9823873906071847,0.6311168740938279,0.8677942332939345,0.5263294330699777,0.8583911554571264,0.9248980793329712,0.1565856490221593,5.88473196214582,-84.89995903952257,31.0,1.0,0.9917369904128251,-84.89995903952257,86.59808519473202,-0.04194971935332603,-0.14146803554943688,5.0,0.0,0.11625313769351753,0.11625313769351753
43,1,4.635686006353332,26.266522647856153,0.7685989381736916,0.5350168293950148,0.9281111292419219,0.46453390664681715,0.39689025088781077,0.9066895985441523,0.7953761343050458,2.8268442748081775,-82.86424828877081,31.0,1.0,0.9859692633497542,-82.86424828877081,86.67204254948165,-0.14395518415237518,-0.3648399375150575,5.0,0.0,0.11625313769351753,0.11625313769351753
44,1,4.270083554362909,24.309158187937598,0.6363502440690668,0.36252463618993314,0.8833256314761984,0.23889242823967424,0.9149851788999834,0.9998190258650136,0.9623266767723967,2.134654071080751,-91.86437821230481,31.0,1.0,0.8984409576958133,-91.86437821230481,97.26889003408121,-0.03398465198083045,1.10828663231851,4.0,0.0,0.14521442197190154,0.14521442197190154
45,1,3.2828041394146483,16.55390242804821,0.8259359061326425,0.2900596815245824,0.8653628232822005,0.20857273792459677,0.7286224880715265,0.8629338959439466,0.2534786988705079,2.6254303330475306,-83.03889834686846,31.0,1.0,0.944289031876578,-83.03889834686846,89.29917438906025,-0.0918796167786553,0.3646981976296928,4.0,0.0,0.11625313769351753,0.11625313769351753
46,1,3.3753631342931047,13.012808543520153,0.946141695923698,0.04149826010016534,0.7777482037879299,0.9874008667774952,0.8370498064582614,0.8862627781893465,0.4552043669853114,5.650922380366317,-88.31470334821007,31.0,1.0,0.5979714126170462,-88.31470334821007,90.96095663225591,0.16372308728358576,1.3984231470082449,5.0,0.0,0.15980035918579205,0.15980035918579205
47,1,4.068769534351381,18.154278169909432,0.7864793254302258,0.3238498197316351,0.9166279534855399,0.12324702142331168,0.6891355331178163,0.9078980134905827,0.9210990102310842,5.209104548915192,-82.27515197530747,31.0,1.0,0.9142206905054661,-82.27515197530747,87.23705978421665,-0.0658695985943325,0.24167923294982074,5.0,0.0,0.14521442197190154,0.14521442197190154
48,1,4.774313732434971,27.95760633906662,0.672758230775481,0.715604286504038,0.9981915232575127,0.5033605025074956,0.16106721345405517,0.8279453662996235,0.8476297803867804,3.159840038113258,-87.65050720530556,31.0,1.0,0.7438685080067102,-87.65050720530556,92.8296209555629,-0.3403562022621003,12.15953787168894,5.0,0.0,0.15980035918579205,0.15980035918579205
49,1,3.5597554750904603,17.761573831520483,0.9315511186375351,0.5504161714418719,0.9851729533223408,0.7342828324964349,0.6077538788888848,0.7230644776955452,0.4211066151294603,2.8660009149028793,-84.12979705292514,23.0,1.0,0.7024088951241197,-84.12979705292514,92.64426761415777,-0.023594431876560407,42.18806578403864,4.0,0.0,0.14521442197190154,0.14521442197190154
50,1,4.635686006353332,26.266522647856153,0.7685989381736916,0.5350168293950148,0.9281111292419219,0.46453390664681715,0.39689025088781077,0.9066895985441523,0.7953761343050458,2.8268442748081775,-82.86424828877081,31.0,1.0,0.9859692633497542,-82.86424828877081,86.67204254948165,-0.14395518415237518,-0.3648399375150575,5.0,0.0,0.11625313769351753,0.11625313769351753
51,1,3.2852176001667353,18.41831117206973,0.8279809813522665,0.3351615047518379,0.8350405066252289,0.0027217475272868683,0.8170770853151004,0.9929064488820954,0.20292905296319946,4.124326242194816,-89.27830151940518,31.0,1.0,0.8766333843202851,-89.27830151940518,94.6641540463127,0.08835756396072725,0.26188283445854665,4.0,0.0,0.12652862089578848,0.12652862089578848
52,1,3.3100678560155385,14.043224085899858,0.8707392346218805,0.12923833225108067,0.9574677344788828,0.9349968568457362,0.021346152983004896,0.3288066370108823,0.3828464240603074,1.0290991528434472,-92.59969274885631,15.0,1.0,0.9294358268205153,-92.59969274885631,95.86307377348692,0.0002499658418173567,0.7382436941069557,4.0,0.0,0.15980035918579205,0.15980035918579205
53,1,4.65477357214134,29.36976415354902,0.7075245162411381,0.7939183540741369,0.9852421626119853,0.1941692043619992,0.5109952954708152,0.8308510492467545,0.7381455735900022,4.690470771136722,-84.34211862019143,31.0,1.0,0.9647574597814713,-84.34211862019143,90.55318390428971,-0.16555108942941388,-0.32274779250532504,5.0,0.0,0.14521442197190154,0.14521442197190154
54,1,3.362310521166255,15.877939395434204,0.8160495655833444,0.3900450300408175,0.985907591502321,0.128099311158007,0.9928043208725196,0.9417151681902973,0.39130698863456265,4.722394477741123,-87.35555916302464,31.0,1.0,0.5228277077042026,-87.35555916302464,94.12775878807763,0.581508548734476,4.892527262651555,5.0,0.0,0.11625313769351753,0.11625313769351753
55,1,4.611156261354146,24.766579703076495,0.9883856281379368,0.0932412762438411,0.5712195024319061,0.1319906562332407,0.3695200335872221,0.8779334190952032,0.7203725935983376,5.333618357911246,-87.24937043161752,31.0,1.0,0.7714663038130792,-87.24937043161752,89.23806326574788,-0.7097857643104106,4.149150340474847,5.0,0.0,0.12652862089578848,0.12652862089578848
56,1,2.3545588111533746,16.22989212372841,0.6849738787352582,0.13834809126984102,0.6839938592319992,0.40223623981249,0.9001294257961011,0.6347436748836232,0.9723291432473891,0.772414586015834,-93.4143295232936,31.0,1.0,0.9478450464694508,-93.4143295232936,98.52443301774974,-0.2184102554383287,0.35914732445682773,5.0,0.0,0.14521442197190154,0.14521442197190154
57,1,3.7084110672808963,17.51021347192942,0.7375040624521081,0.19259385871093657,0.915768234300067,0.4980218159840039,0.57799791877737,0.3820620873141256,0.9992535197764291,2.3004241605161284,-90.46747496162726,15.0,1.0,0.9910380810407735,-90.46747496162726,95.72679982827101,-0.0442108734068114,-0.15769318501574503,4.0,0.0,0.11625313769351753,0.11625313769351753
58,1,4.556193684051821,27.43026320848939,0.6620477405674366,0.3749634687345568,0.7846095996188523,0.8070980370926591,0.535213665083753,0.9655897979988488,0.9789899253265848,4.052891571244582,-86.20877619061169,31.0,1.0,1.0,-86.20877619061169,90.0517299005056,-0.4547155000304741,-0.7094142413918121,5.0,0.0,0.12652862089578848,0.12652862089578848
59,1,3.3122549880567815,20.0826115931317,0.7908346517619221,0.16925364506855123,0.754937690410309,0.234870853369477,0.818519260199404,0.7816914305828728,0.9271250097555793,2.0965313279427527,-89.39321284634593,31.0,1.0,0.4845478635786217,-89.39321284634593,95.67664066082708,0.8960514435722899,1.5497108607526542,4.0,0.0,0.12652862089578848,0.12652862089578848
60,1,3.6534868166931136,23.052775622280866,0.6229216414028796,0.4585991223296472,0.9757569784202621,0.7391302391040415,0.8815876649115768,0.9706257711300033,0.13984384023997284,2.929368670481536,-87.84832101914712,31.0,1.0,0.7350747934349441,-87.84832101914712,91.17747957091149,-1.1516282305211263,4.478591206571608,5.0,0.0,0.14521442197190154,0.14521442197190154
61,1,4.162075257864846,19.880850190184354,0.9781622154589542,0.7075312975023909,0.9551905834756872,0.37374100070347327,0.3899485390329738,0.9612226004789788,0.65309236826178,2.629436488641382,-85.6513198119131,15.0,1.0,0.36273984042434554,-85.6513198119131,90.51689957681037,0.5330609767753032,218.13517874533937,4.0,0.0,0.15980035918579205,0.15980035918579205
62,1,3.813374031168894,12.953299959658054,0.9757125372133181,0.32684788188904107,0.9823481457457537,0.5097204191295827,0.6496778668184549,0.9071358721513583,0.8032516789642831,2.728368691141903,-87.8922810987407,15.0,1.0,0.7171952350266582,-87.8922810987407,90.77166935435461,0.45370185406962094,1.83194863121156,4.0,0.0,0.15980035918579205,0.15980035918579205
63,1,3.895918800586645,26.328369694303383,0.9615130386459316,0.34321450064748243,0.6963533957797174,0.22139691348776433,0.4848081574861734,0.5645532664290387,0.557878764993303,1.2154491765660747,-87.83890467686606,31.0,1.0,0.9272876491118157,-87.83890467686606,92.44495625496631,0.008513310205003677,1.9431162469583683,5.0,0.0,0.12652862089578848,0.12652862089578848
64,1,2.3545588111533746,16.22989212372841,0.6849738787352582,0.13834809126984102,0.6839938592319992,0.40223623981249,0.9001294257961011,0.6347436748836232,0.9723291432473891,0.772414586015834,-93.4143295232936,31.0,1.0,0.9478450464694508,-93.4143295232936,98.52443301774974,-0.2184102554383287,0.35914732445682773,5.0,0.0,0.14521442197190154,0.14521442197190154
65,1,3.510611346880568,20.35405542472016,0.755773380887216,0.4664004361114083,0.9024296467578201,0.32692241385019033,0.8377785322142673,0.9310979505009052,0.3017435125378501,4.0918890738364055,-83.17495351879944,31.0,1.0,0.9920319742508686,-83.17495351879944,86.32266201254167,-0.019675792609191944,-0.20581538013479417,5.0,0.0,0.12652862089578848,0.12652862089578848
66,1,3.7846191330063936,18.230160921747625,0.9148652382352367,0.3485648243813249,0.8489341495992381,0.5798811907925215,0.7238894951913218,0.6927100985497548,0.47221473746513504,3.1518769612627606,-81.43948729199883,31.0,1.0,0.9735558169104279,-81.43948729199883,85.8897082780781,-0.01631485067755989,0.08949509481165308,4.0,0.0,0.11625313769351753,0.11625313769351753
67,1,4.114107213767509,21.324831795277795,0.9903645645312823,0.541201673510936,0.8845377471117652,0.4951142519742149,0.882006104390178,0.8559975269160527,0.5341136171339772,7.005250371864034,-84.12768885840231,31.0,1.0,0.6810913922240128,-84.12768885840231,87.00908876797953,-1.2895136033787225,-2.3778465608124435,4.0,0.0,0.14521442197190154,0.14521442197190154
68,1,4.371439751829064,21.45178649339227,0.8071350809745851,0.19943783686334257,0.7813002173217801,0.2601180372616597,0.8426117631158313,0.9746741057667149,0.86902318186394,3.9223336472793413,-83.59042822931742,47.0,1.0,0.915299778741374,-83.59042822931742,87.61106837217652,-0.8832349661898888,-1.5146114806715474,5.0,0.0,0.15980035918579205,0.15980035918579205
69,1,4.058151774572686,24.92668054846239,0.8912744056792476,0.7149932803332341,0.7904863624768006,0.12503446656023257,0.9793567042286766,0.8246220897729957,0.47080718433259194,2.1851969869038923,-89.45972898234406,15.0,1.0,0.9790461474357948,-89.45972898234406,90.28021728047584,0.37732642316828446,-0.8069416483475607,4.0,0.0,0.14521442197190154,0.14521442197190154
70,1,2.8962552850019407,12.175754538780854,0.8740917775920085,0.256414780772978,0.9953489130047327,0.288238754382139,0.4981260657147592,0.9849719099155715,0.19689300253683614,3.6704571797718875,-87.93222411692047,31.0,1.0,0.9521939468027775,-87.93222411692047,89.92216218412645,0.021886789704907983,0.3169207723683485,5.0,0.0,0.14521442197190154,0.14521442197190154
71,1,3.405774438338104,14.152883488160892,0.9611599767294531,0.263963122923649,0.8952676997240976,0.7704449229285197,0.8433592224354596,0.7627310280038035,0.7364510524526159,4.175355456322793,-84.41125224215429,15.0,1.0,0.8389680068918164,-84.41125224215429,87.85288803413913,0.16235096406811067,0.5998984288905262,4.0,0.0,0.11625313769351753,0.11625313769351753
72,1,4.719333996067808,28.479571119678617,0.8080783206389079,0.864479287747841,0.9564240604074951,0.8356185303143581,0.718456591837563,0.7994662079691842,0.7861787420846619,5.251553338546771,-83.76650783866934,15.0,1.0,0.7983524552942318,-83.76650783866934,89.7438259296441,0.00522642026633946,1.9441679475370108,4.0,0.0,0.14521442197190154,0.14521442197190154
73,1,3.7783970167066854,18.81249219048712,0.8012807109228961,0.3298654901774976,0.8801936984997312,0.8779025283578495,0.6382513681119657,0.5551719294847534,0.2981893697639673,2.874596879048078,-84.80506081289724,31.0,1.0,0.9151781768210876,-84.80506081289724,90.28320509012188,-0.045997489765497335,0.8790300254977126,5.0,0.0,0.14521442197190154,0.14521442197190154
74,1,4.050030411012856,19.934415036968783,0.9462238308112633,0.34421401021639014,0.7799046483983655,0.3841185656898929,0.9835442013807281,0.5502363429031117,0.6283887338966129,3.3498487010510796,-84.49733568996302,31.0,1.0,0.7739645128566565,-84.49733568996302,87.32313957450852,0.14677871409291754,0.7449680622999182,5.0,0.0,0.15980035918579205,0.15980035918579205
75,1,3.4257330284446406,12.301646067812685,0.712039275891733,0.1381372213234139,0.9168714531127579,0.45329310178204774,0.9942023624858108,0.9869769344026224,0.9455424982955286,4.384240251422064,-89.83345514408046,31.0,1.0,0.9076847110567412,-89.83345514408046,99.56807625621909,-0.23073543072946734,-0.33793546656592355,5.0,0.0,0.12652862089578848,0.12652862089578848
76,1,4.228881524400405,20.79591651885098,0.8345057643081065,0.4976583496897021,0.9375702370453994,0.8078748897987145,0.7368962830494243,0.9633752453718832,0.9443386474557676,4.763381993825208,-83.6110168831,31.0,1.0,0.3892113224979579,-83.6110168831,89.23781389800239,0.13970214916037094,3.173380066159524,4.0,0.0,0.15980035918579205,0.15980035918579205
77,1,4.199620941759274,19.775323545316677,0.9941082357492992,0.6043347035036987,0.9477708447254664,0.350448681838824,0.6054130613062854,0.9982717383438661,0.9297367479141554,6.1230659499130455,-88.47369854884073,27.0,1.0,0.520075479801829,-88.47369854884073,95.4321003250334,0.31477128560456435,Inf,4.0,1.0,0.14521442197190154,0.14521442197190154
